ID;id_season;weekly_demand;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production
88;87;2531;T-shirt;Tops;CIRCULAR;243,242,238;Standard;Regular;;Rounded Neck;Short;;;Medium;;Rayas;Authentic;TIME OFF;29/05/2023;12/11/2023;24;111;5;False;9.99;10333
89;88;479;Dresses;Dresses, jumpsuits and Complete set;WOVEN;229,77,78;Long;Evase;;Shirt-style collar;Sleeveless;;;Light;;Sin Estampado;;CASUAL WORK;08/04/2024;05/05/2024;4;72;7;True;39.99;4717
91;89;4017;Sweater;Tops;TRICOT;189,22,62;Standard;Straight;;Turtle neck;Long;;;;Midpoint;Sin Estampado;;TIME OFF;14/10/2024;08/12/2024;8;787;5;False;39.99;13568
92;87;688;T-shirt;Tops;CIRCULAR;233,227,214;Standard;Regular;;Rounded Neck;Short;;;Heavy;;Sin Estampado;Lady;TIME OFF;25/09/2023;19/11/2023;8;69;4;False;12.99;3544
93;86;1681;Trousers;Bottoms;WOVEN;0,0,0;Crop;Culotte;Adjustable / Rubber;;;;;Light;;Sin Estampado;;TIME OFF;14/11/2022;05/02/2023;12;141;5;False;27.99;9056
94;87;704;Intimate;Accesories, Swim and Intimate;TRICOT;225,204,175;;;;;;;;;;Sin Estampado;Authentic;TIME OFF;21/08/2023;10/12/2023;16;59;3;False;39.99;1103
95;89;1993;Dresses;Dresses, jumpsuits and Complete set;WOVEN;178,211,178;Long;Evase;;Low cut;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;08/07/2024;04/08/2024;4;133;5;False;45.99;7221
96;86;1128;Tops;Tops;WOVEN;243,201,194;Crop;Slim;;Low cut;Wide Strap;;;Heavy;;Sin Estampado;;CASUAL EVENT;12/12/2022;05/03/2023;12;134;5;False;29.99;5264
97;89;11710;Skirts;Bottoms;WOVEN;0,0,0;Short;Straight;;;;;;;;Sin Estampado;;FORMAL WORK;30/09/2024;22/12/2024;12;601;7;False;35.99;18861
98;89;14512;Trousers;Bottoms;SYNTHETIC LEATHER;0,0,0;Long;5 pockets;High Waist;;;;;Medium;;Sin Estampado;Casual Chic;CASUAL WORK;23/09/2024;12/01/2025;16;715;11;False;39.99;50810
99;89;604;Trousers;Bottoms;TRICOT;0,0,0;Long;Straight;Adjustable / Rubber;;;;;;Fine point;Sin Estampado;;TIME OFF;23/09/2024;01/12/2024;10;92;5;False;39.99;3362
101;89;564;Jeans;Bottoms;JEANS;241,133,0;Capri;Slim;Regular Waist;;;;;;;Sin Estampado;;TIME OFF;20/05/2024;16/06/2024;4;128;6;False;29.99;8149
102;88;19952;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Straight;;Swan;Long;;;Light;;Sin Estampado;Authentic;TIME OFF;27/11/2023;18/02/2024;12;929;7;False;19.99;40743
103;88;24200;Vest;Outerwear;CIRCULAR;0,0,0;Standard;Straight;;Shirt-style collar;;;;Light;;Sin Estampado;Casual Chic;TIME OFF;25/03/2024;19/05/2024;8;1101;7;False;19.99;63924
104;89;680;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Long;Evase;;Close-fitting;Sleeveless;;;Light;;Sin Estampado;Lady;FORMAL EVENT;29/07/2024;22/09/2024;8;124;5;False;79.99;3259
105;88;19463;Trousers;Bottoms;CIRCULAR;0,0,0;Standard;Straight;;;;;;Light;;Sin Estampado;Lady;TIME OFF;29/04/2024;23/06/2024;8;615;5;False;22.99;30159
106;86;12552;Tops;Tops;TRICOT;0,0,0;Crop;Slim;;Close-fitting;Wide Strap;;;;Fine point;Sin Estampado;;TIME OFF;01/05/2023;11/06/2023;6;933;7;False;15.99;33051
107;86;964;Blazers;Outerwear;WOVEN;240,226,164;Standard;Straight;;;;;;;;Sin Estampado;Ideal;FORMAL EVENT;10/04/2023;04/06/2023;8;156;7;False;89.99;8602
108;86;2948;Vest;Outerwear;CIRCULAR;0,0,0;Standard;Straight;;V-Neck;;;;Light;;Sin Estampado;Authentic;CASUAL WORK;20/03/2023;14/05/2023;8;468;5;False;27.99;25503
109;88;2488;Jackets;Outerwear;WOVEN;81,77,50;Short;;;Rounded Neck;Long;;;Medium;;Sin Estampado;Ideal;TIME OFF;29/01/2024;07/04/2024;10;429;7;False;49.99;16862
110;89;33874;T-shirt;Tops;CIRCULAR;219,207,189;Standard;Regular;;V-Neck;Short;;;Light;;Sin Estampado;Lady;TIME OFF;19/08/2024;08/12/2024;16;857;7;True;7.99;69205
111;89;11374;Skirts;Bottoms;CIRCULAR;42,49,66;Short;Slim;Regular Waist;;;;;Medium;;Sin Estampado;Lady;CASUAL EVENT;28/10/2024;22/12/2024;8;929;5;False;29.99;18822
112;86;4691;Jumpsuit;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Long;Straight;;Close-fitting;;;;Light;;Sin Estampado;Casual Chic;CASUAL EVENT;08/05/2023;18/06/2023;6;225;7;False;39.99;15499
113;86;93018;Jeans;Bottoms;JEANS;23,26,28;Ankle brace;Mom;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;05/12/2022;21/05/2023;24;1080;12;False;29.99;109338
114;89;11604;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Short;Evase;;Wrap collar;Long;;;Light;;Sin Estampado;;CASUAL EVENT;04/11/2024;29/12/2024;8;1124;11;True;39.99;36642
115;89;12562;Cardigans;Tops;TRICOT;180,199,213;Standard;Straight;;V-Neck;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;26/08/2024;20/10/2024;8;685;11;True;22.99;23659
117;89;2129;Sweater;Tops;TRICOT;156,116,71;Standard;Slim;;Perkins;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;04/11/2024;29/12/2024;8;830;6;False;29.99;24385
118;87;15312;T-shirt;Tops;CIRCULAR;102,102,102;Standard;Slim;;Rounded Neck;Long;;;Light;;Sin Estampado;Authentic;CASUAL WORK;25/09/2023;17/12/2023;12;911;5;False;17.99;28150
119;87;2506;Jackets;Outerwear;WOVEN;0,0,0;Standard;Straight;;Close-fitting;Long;;;Medium;;Sin Estampado;Lady;FORMAL WORK;30/10/2023;24/12/2023;8;327;11;False;69.99;8131
120;87;1316;T-shirt;Tops;CIRCULAR;242,160,157;Standard;Regular;;Rounded Neck;Short;;;Medium;;Sin Estampado;Casual Chic;TIME OFF;24/07/2023;15/10/2023;12;124;5;False;9.99;5762
121;89;25048;Skirts;Bottoms;SYNTHETIC LEATHER;0,0,0;Midi;Pencil;;;;;;;;Sin Estampado;Casual Chic;CASUAL WORK;23/09/2024;12/01/2025;16;1119;12;True;29.99;57019
122;86;4276;Skirts;Bottoms;JEANS;81,77,50;Mini/Micro;Slim;Regular Waist;;;;;Medium;;Sin Estampado;Casual Chic;TIME OFF;17/04/2023;11/06/2023;8;552;7;False;29.99;28403
123;86;5609;Shorts;Bottoms;JEANS;23,26,28;Short;Paperbag;High Waist;;;;;Medium;;Sin Estampado;Lady;TIME OFF;27/03/2023;21/05/2023;8;459;7;False;25.99;30087
126;89;9265;Shirt;Tops;JEANS;42,49,66;Crop;Oversize;;;;;;;;Sin Estampado;;TIME OFF;20/05/2024;14/07/2024;8;499;7;False;25.99;28057
127;86;9414;Tops;Tops;CIRCULAR;245,244,238;Standard;Slim;;Asymmetric;Sleeveless;;;Light;;Sin Estampado;Authentic;TIME OFF;08/05/2023;02/07/2023;8;748;6;False;17.99;39459
129;86;8582;Dresses;Dresses, jumpsuits and Complete set;WOVEN;243,242,238;Short;Evase;;Wrap collar;Long;;;Light;;Flores;Lady;FORMAL WORK;03/04/2023;14/05/2023;6;1135;11;True;39.99;45402
130;88;30435;Dresses;Dresses, jumpsuits and Complete set;WOVEN;188,14,45;Midi;Straight;;Off Shoulder;Wide Strap;;;Medium;;Sin Estampado;;FORMAL EVENT;11/03/2024;05/05/2024;8;800;7;False;49.99;37897
131;86;929;Dresses;Dresses, jumpsuits and Complete set;WOVEN;245,244,238;Long;Evase;;Rounded Neck;Short;;;Light;;Otros Estampados;;CASUAL EVENT;12/12/2022;05/03/2023;12;124;5;False;59.99;4069
133;88;1585;Jackets;Outerwear;LEATHER;162,130,120;Standard;Oversize;;;Long;;;Heavy;;Sin Estampado;;TIME OFF;29/01/2024;05/05/2024;14;229;7;False;99.99;4906
134;87;27687;Sweater;Tops;TRICOT;0,0,0;Standard;Straight;;Turtle neck;;;;;Midpoint;Sin Estampado;Lady;TIME OFF;07/08/2023;01/10/2023;8;1168;11;False;27.99;57357
135;87;4981;T-shirt;Tops;CIRCULAR;162,130,120;Standard;Slim;;Boat;Long;;;Light;;Sin Estampado;Wow;CASUAL WORK;02/10/2023;26/11/2023;8;286;5;False;19.99;13445
136;87;441;Blazers;Outerwear;LEATHER;0,0,0;Standard;Straight;;;Long;;;;;Sin Estampado;Lady;FORMAL WORK;04/09/2023;29/10/2023;8;81;5;False;249.99;1769
138;89;20702;Leather jackets;Outerwear;LEATHER;0,0,0;Standard;Slim;;Shirt-style collar;;;;Medium;;;Casual Chic;TIME OFF;26/08/2024;12/01/2025;20;1085;11;True;99.99;50078
139;88;17219;Shirt;Tops;WOVEN;0,0,0;Standard;Evase;;V-Neck;Long;;;Light;;Sin Estampado;;CASUAL WORK;19/02/2024;14/04/2024;8;921;11;True;25.99;39529
140;87;733;Dresses;Dresses, jumpsuits and Complete set;TRICOT;219,207,189;Midi;Slim;;V-Neck;Long;;;;Fine point;Sin Estampado;Authentic;CASUAL WORK;28/08/2023;24/09/2023;4;98;7;False;29.99;8003
142;86;952;Shirt;Tops;WOVEN;189,22,62;Standard;Regular;;Shirt-style collar;Short;;;Light;;Flores;;CASUAL EVENT;05/12/2022;26/02/2023;12;117;5;False;35.99;4089
144;86;610;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;243,242,238;Long;Straight;;Halter;Fine Strap;;;Light;;Flores;Lady;FORMAL EVENT;27/03/2023;21/05/2023;8;93;5;False;49.99;6527
145;88;16981;Trousers;Bottoms;WOVEN;189,22,62;Crop;Culotte;Adjustable / Rubber;;;;;Light;;Flores;Casual Chic;TIME OFF;22/04/2024;16/06/2024;8;854;7;False;22.99;47612
146;87;9987;T-shirt;Tops;CIRCULAR;243,242,238;;;;;;;;;;Sin Estampado;Lady;CASUAL WORK;11/09/2023;05/11/2023;8;563;7;False;19.99;28562
147;88;455;Swimwear;Accesories, Swim and Intimate;CIRCULAR;157,157,196;;;;;;;;;;Sin Estampado;Cosmopolitan;TIME OFF;25/03/2024;30/06/2024;14;33;4;False;19.99;2673
148;89;28042;Jeans;Bottoms;JEANS;141,154,165;Crop;Flared / Bootcut;Regular Waist;;;;;;;Sin Estampado;Lady;TIME OFF;16/09/2024;08/12/2024;12;647;12;True;25.99;54203
149;89;925;Trousers;Bottoms;WOVEN;245,244,238;Crop;Culotte;Adjustable / Rubber;;;;;Light;;Sin Estampado;Lady;TIME OFF;27/05/2024;13/10/2024;20;116;5;False;29.99;7270
150;88;2212;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Midi;Evase;;Shirt-style collar;Long;;;Light;;Sin Estampado;Lady;CASUAL WORK;18/03/2024;12/05/2024;8;518;11;False;35.99;24558
151;87;29797;Sweater;Tops;TRICOT;0,0,0;Standard;Slim;;V-Neck;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;28/08/2023;19/11/2023;12;1119;11;False;19.99;68750
152;89;34837;Jackets;Outerwear;TRICOT;233,227,214;Standard;Straight;;Rounded Neck;Long;;;Light;Midpoint;Sin Estampado;;CASUAL WORK;26/08/2024;20/10/2024;8;1192;5;False;39.99;47542
153;89;595;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;81,50,101;Long;Evase;;Wrap collar;Short;;;Elastic;;Sin Estampado;Expert;FORMAL EVENT;27/05/2024;23/06/2024;4;57;5;False;69.99;1385
154;88;9294;T-shirt;Tops;CIRCULAR;56,62,57;Standard;Slim;;Boat;Short;;;Light;;Sin Estampado;Lady;TIME OFF;11/03/2024;19/05/2024;10;411;5;False;17.99;15703
155;89;69692;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Straight;;Boat;Long;;;Light;;Sin Estampado;;TIME OFF;19/08/2024;24/11/2024;14;1046;9;True;9.99;112536
156;88;1123;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Long;Evase;;Wrap collar;Long;;;Light;;Sin Estampado;Casual Chic;FORMAL EVENT;26/02/2024;07/04/2024;6;92;5;False;59.99;3814
157;87;23349;Shorts;Bottoms;JEANS;45,57,78;Short;Slim;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;26/06/2023;17/09/2023;12;569;8;False;22.99;42478
158;86;5788;Dresses;Dresses, jumpsuits and Complete set;WOVEN;224,198,198;Midi;Straight;;Low cut;Short;;;Light;;Flores;Authentic;FORMAL EVENT;13/03/2023;23/04/2023;6;373;5;False;69.99;14222
