ID,Production
12438,9912
12439,354
12447,958
12449,14154
12453,775
12454,25087
12460,20600
12464,61682
12466,3672
12467,248
12470,10024
12472,37386
12476,906
12477,12126
12482,9171
12488,930
12495,367
12499,9880
12505,76136
12507,14035
12508,687
12512,11046
12513,9412
12518,1387
12522,1924
12523,955
12525,261
12529,16891
12532,885
12538,8333
12539,192
12542,289
12554,41589
12555,9250
12558,19154
12570,7351
12575,18454
12576,129551
12578,994
12586,6093
12591,4116
12596,6394
12598,2550
12606,33176
12609,1082
12617,1015
12619,2892
12628,1543
12629,6934
12631,46439
12639,9392
12641,107788
12644,10527
12647,41144
12659,593
12664,10710
12670,5030
12678,23668
12687,28844
12688,10523
12691,253
12692,13440
12693,41855
12694,14261
12697,14706
12700,20453
12701,44976
12703,21406
12709,1834
12714,11753
12721,40395
12724,1547
12740,22123
12742,12878
12748,9707
12760,50369
12762,4788
